id,reporte_id,tipo_trabajo,descripcion,prioridad,materiales,observaciones_materiales,created_at,updated_at
198,198,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,,2023-03-22 14:48:00,2023-03-22 18:48:00
199,199,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2023-03-24 13:06:00,2023-03-24 14:06:00
200,200,mantenimiento,Realizar mantenimiento preventivo,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-03-23 18:11:00,2023-03-26 04:11:00
201,201,instalacion,Hay que ir a instalar una nueva conexión,urgente,,Verificar stock en bodega,2023-03-23 11:39:00,2023-03-24 18:39:00
202,202,mantenimiento,Realizar mantenimiento preventivo,normal,Switch de 8 puertos,,2023-03-25 08:01:00,2023-03-26 06:01:00
203,203,mantenimiento,Realizar mantenimiento preventivo,baja,Antena de 5GHz,,2023-03-25 04:41:00,2023-03-27 06:41:00
204,204,instalacion,Hay que ir a instalar una nueva conexión,urgente,Antena de 5GHz,Verificar stock en bodega,2023-03-25 18:34:00,2023-03-28 05:34:00
205,205,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,,2023-03-26 07:18:00,2023-03-28 00:18:00
206,206,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,Verificar stock en bodega,2023-03-24 17:08:00,2023-03-27 00:08:00
207,207,reparacion,Es necesario reparar el sistema dañado,urgente,Antena de 5GHz,Verificar stock en bodega,2023-03-24 22:13:00,2023-03-25 06:13:00
208,208,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2023-03-23 12:08:00,2023-03-24 07:08:00
209,209,instalacion,Hay que ir a instalar una nueva conexión,urgente,,Verificar stock en bodega,2023-03-29 05:01:00,2023-03-29 09:01:00
210,210,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2023-03-30 20:46:00,2023-04-02 16:46:00
211,211,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2023-04-02 11:06:00,2023-04-02 14:06:00
212,212,mantenimiento,Realizar mantenimiento preventivo,baja,Modem Huawei,,2023-03-29 12:38:00,2023-03-31 04:38:00
213,213,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,,2023-03-28 18:06:00,2023-03-29 01:06:00
214,214,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,Verificar stock en bodega,2023-03-26 18:15:00,2023-03-28 07:15:00
215,215,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,,2023-03-27 10:01:00,2023-03-29 11:01:00
216,216,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,,2023-03-27 21:02:00,2023-03-29 16:02:00
217,217,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,Verificar stock en bodega,2023-03-29 02:07:00,2023-03-29 16:07:00
218,218,instalacion,Hay que ir a instalar una nueva conexión,alta,,,2023-03-27 07:58:00,2023-03-27 10:58:00
219,219,instalacion,Hay que ir a instalar una nueva conexión,urgente,,,2023-04-06 02:10:00,2023-04-06 09:10:00
220,220,mantenimiento,Realizar mantenimiento preventivo,alta,,Verificar stock en bodega,2023-04-05 19:25:00,2023-04-08 09:25:00
221,221,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,,2023-04-02 05:38:00,2023-04-02 09:38:00
222,222,configuracion,Configurar nuevamente el equipo,alta,,,2023-04-06 12:26:00,2023-04-07 21:26:00
223,223,reparacion,Es necesario reparar el sistema dañado,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-04-08 13:31:00,2023-04-09 20:31:00
224,224,instalacion,Hay que ir a instalar una nueva conexión,alta,,Verificar stock en bodega,2023-04-07 06:40:00,2023-04-08 18:40:00
225,225,reparacion,Es necesario reparar el sistema dañado,normal,,,2023-04-09 05:30:00,2023-04-12 03:30:00
226,226,configuracion,Configurar nuevamente el equipo,urgente,Antena de 5GHz,Verificar stock en bodega,2023-04-06 20:04:00,2023-04-08 15:04:00
227,227,reparacion,Es necesario reparar el sistema dañado,urgente,Antena de 5GHz,,2023-04-06 05:46:00,2023-04-07 20:46:00
228,228,mantenimiento,Realizar mantenimiento preventivo,normal,Modem Huawei,,2023-04-03 14:16:00,2023-04-04 11:16:00
229,229,mantenimiento,Realizar mantenimiento preventivo,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-04-05 00:37:00,2023-04-05 10:37:00
230,230,reparacion,Es necesario reparar el sistema dañado,urgente,Antena de 5GHz,,2023-04-03 12:30:00,2023-04-03 16:30:00
231,231,instalacion,Hay que ir a instalar una nueva conexión,normal,Switch de 8 puertos,,2023-04-05 22:25:00,2023-04-06 02:25:00
232,232,instalacion,Hay que ir a instalar una nueva conexión,urgente,Switch de 8 puertos,,2023-04-03 00:40:00,2023-04-03 18:40:00
233,233,instalacion,Hay que ir a instalar una nueva conexión,urgente,"Router TP-Link, Cable UTP",,2023-04-03 17:48:00,2023-04-04 09:48:00
234,234,mantenimiento,Realizar mantenimiento preventivo,normal,,Verificar stock en bodega,2023-04-02 06:35:00,2023-04-03 05:35:00
235,235,configuracion,Configurar nuevamente el equipo,baja,Antena de 5GHz,,2023-04-05 09:15:00,2023-04-05 20:15:00
236,236,instalacion,Hay que ir a instalar una nueva conexión,baja,Antena de 5GHz,,2023-04-04 05:24:00,2023-04-06 14:24:00
237,237,configuracion,Configurar nuevamente el equipo,baja,Modem Huawei,,2023-04-03 23:43:00,2023-04-04 12:43:00
238,238,reparacion,Es necesario reparar el sistema dañado,baja,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-04-07 12:48:00,2023-04-10 01:48:00
239,239,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,Verificar stock en bodega,2023-04-10 10:45:00,2023-04-12 14:45:00
240,240,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2023-04-16 04:27:00,2023-04-16 18:27:00
241,241,configuracion,Configurar nuevamente el equipo,urgente,Modem Huawei,Verificar stock en bodega,2023-04-10 06:41:00,2023-04-11 07:41:00
242,242,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,Verificar stock en bodega,2023-04-14 13:39:00,2023-04-16 23:39:00
243,243,reparacion,Es necesario reparar el sistema dañado,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-04-12 04:11:00,2023-04-14 05:11:00
244,244,mantenimiento,Realizar mantenimiento preventivo,baja,Modem Huawei,,2023-04-13 17:40:00,2023-04-15 09:40:00
245,245,reparacion,Es necesario reparar el sistema dañado,urgente,Antena de 5GHz,,2023-04-12 10:00:00,2023-04-15 08:00:00
246,246,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,Verificar stock en bodega,2023-04-12 07:07:00,2023-04-15 05:07:00
247,247,mantenimiento,Realizar mantenimiento preventivo,urgente,Modem Huawei,Verificar stock en bodega,2023-04-15 08:05:00,2023-04-17 10:05:00
248,248,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,,2023-04-10 04:53:00,2023-04-12 18:53:00
249,249,instalacion,Hay que ir a instalar una nueva conexión,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-04-15 06:53:00,2023-04-17 22:53:00
250,250,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,,2023-04-13 15:06:00,2023-04-14 16:06:00
251,251,mantenimiento,Realizar mantenimiento preventivo,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-04-15 11:09:00,2023-04-16 10:09:00
252,252,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,Verificar stock en bodega,2023-04-14 00:44:00,2023-04-15 03:44:00
253,253,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",,2023-04-12 09:00:00,2023-04-13 21:00:00
254,254,instalacion,Hay que ir a instalar una nueva conexión,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-04-11 04:54:00,2023-04-11 12:54:00
255,255,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2023-04-14 23:03:00,2023-04-17 19:03:00
256,256,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,Verificar stock en bodega,2023-04-15 11:05:00,2023-04-18 00:05:00
257,257,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2023-04-09 19:55:00,2023-04-09 23:55:00
258,258,configuracion,Configurar nuevamente el equipo,normal,,,2023-04-10 06:05:00,2023-04-11 12:05:00
259,259,configuracion,Configurar nuevamente el equipo,baja,Switch de 8 puertos,,2023-04-16 02:32:00,2023-04-16 12:32:00
260,260,instalacion,Hay que ir a instalar una nueva conexión,normal,"Router TP-Link, Cable UTP",,2023-04-13 21:22:00,2023-04-14 23:22:00
261,261,instalacion,Hay que ir a instalar una nueva conexión,urgente,,,2023-04-13 16:28:00,2023-04-15 22:28:00
262,262,instalacion,Hay que ir a instalar una nueva conexión,alta,Switch de 8 puertos,Verificar stock en bodega,2023-04-20 15:56:00,2023-04-23 03:56:00
263,263,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,,2023-04-19 10:51:00,2023-04-21 18:51:00
264,264,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2023-04-21 21:58:00,2023-04-23 22:58:00
265,265,mantenimiento,Realizar mantenimiento preventivo,alta,,Verificar stock en bodega,2023-04-18 10:52:00,2023-04-21 07:52:00
266,266,configuracion,Configurar nuevamente el equipo,normal,"Router TP-Link, Cable UTP",,2023-04-19 20:26:00,2023-04-22 06:26:00
267,267,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,Verificar stock en bodega,2023-04-20 14:54:00,2023-04-20 22:54:00
268,268,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,,2023-04-17 19:50:00,2023-04-19 17:50:00
269,269,mantenimiento,Realizar mantenimiento preventivo,normal,Switch de 8 puertos,Verificar stock en bodega,2023-04-18 06:57:00,2023-04-19 23:57:00
270,270,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2023-04-22 00:09:00,2023-04-23 20:09:00
271,271,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2023-04-22 13:02:00,2023-04-24 06:02:00
272,272,instalacion,Hay que ir a instalar una nueva conexión,urgente,Switch de 8 puertos,,2023-04-20 14:39:00,2023-04-21 15:39:00
273,273,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,Verificar stock en bodega,2023-04-20 01:34:00,2023-04-22 11:34:00
274,274,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,,2023-04-22 06:21:00,2023-04-24 11:21:00
275,275,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2023-04-18 06:11:00,2023-04-18 21:11:00
276,276,instalacion,Hay que ir a instalar una nueva conexión,alta,Switch de 8 puertos,Verificar stock en bodega,2023-04-16 14:08:00,2023-04-19 05:08:00
277,277,instalacion,Hay que ir a instalar una nueva conexión,alta,,,2023-04-22 05:33:00,2023-04-22 21:33:00
278,278,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2023-04-22 13:25:00,2023-04-23 07:25:00
279,279,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,Verificar stock en bodega,2023-04-23 12:25:00,2023-04-25 06:25:00
280,280,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2023-04-29 11:02:00,2023-04-30 02:02:00
281,281,mantenimiento,Realizar mantenimiento preventivo,baja,"Router TP-Link, Cable UTP",,2023-04-29 07:50:00,2023-05-01 10:50:00
282,282,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,,2023-04-27 13:25:00,2023-04-27 17:25:00
283,283,instalacion,Hay que ir a instalar una nueva conexión,normal,Modem Huawei,Verificar stock en bodega,2023-04-28 23:39:00,2023-04-30 23:39:00
284,284,configuracion,Configurar nuevamente el equipo,alta,,Verificar stock en bodega,2023-04-23 09:05:00,2023-04-25 19:05:00
285,285,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",,2023-04-25 15:58:00,2023-04-26 22:58:00
286,286,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-04-25 14:32:00,2023-04-27 02:32:00
287,287,instalacion,Hay que ir a instalar una nueva conexión,urgente,,Verificar stock en bodega,2023-04-27 23:13:00,2023-04-30 21:13:00
288,288,instalacion,Hay que ir a instalar una nueva conexión,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-04-24 07:07:00,2023-04-26 22:07:00
289,289,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,,2023-04-23 21:53:00,2023-04-24 11:53:00
290,290,configuracion,Configurar nuevamente el equipo,alta,,,2023-04-28 14:02:00,2023-04-28 16:02:00
291,291,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,,2023-04-30 08:32:00,2023-05-02 21:32:00
292,292,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,Verificar stock en bodega,2023-04-24 12:09:00,2023-04-27 05:09:00
293,293,mantenimiento,Realizar mantenimiento preventivo,alta,,Verificar stock en bodega,2023-04-27 13:16:00,2023-04-30 02:16:00
294,294,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,Verificar stock en bodega,2023-04-30 16:30:00,2023-05-01 22:30:00
295,295,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,,2023-05-01 17:15:00,2023-05-02 06:15:00
296,296,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,Verificar stock en bodega,2023-04-30 17:29:00,2023-05-02 11:29:00
297,297,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,,2023-05-02 20:33:00,2023-05-04 11:33:00
298,298,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2023-05-05 21:14:00,2023-05-06 12:14:00
299,299,mantenimiento,Realizar mantenimiento preventivo,urgente,"Router TP-Link, Cable UTP",,2023-05-05 01:22:00,2023-05-05 13:22:00
300,300,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,Verificar stock en bodega,2023-05-03 11:37:00,2023-05-05 05:37:00
301,301,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,,2023-05-01 23:26:00,2023-05-02 20:26:00
302,302,mantenimiento,Realizar mantenimiento preventivo,alta,,,2023-05-05 03:53:00,2023-05-06 03:53:00
303,303,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,Verificar stock en bodega,2023-05-05 14:48:00,2023-05-06 10:48:00
304,304,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",,2023-05-06 01:56:00,2023-05-08 02:56:00
305,305,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",,2023-05-03 03:54:00,2023-05-04 11:54:00
306,306,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-05-05 12:24:00,2023-05-05 17:24:00
307,307,configuracion,Configurar nuevamente el equipo,baja,"Router TP-Link, Cable UTP",,2023-05-01 14:12:00,2023-05-01 19:12:00
308,308,mantenimiento,Realizar mantenimiento preventivo,normal,Antena de 5GHz,,2023-05-02 09:01:00,2023-05-03 04:01:00
309,309,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2023-05-03 00:15:00,2023-05-05 03:15:00
310,310,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,,2023-04-30 20:04:00,2023-05-02 12:04:00
311,311,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2023-04-30 16:21:00,2023-04-30 22:21:00
312,312,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,,2023-05-12 22:36:00,2023-05-15 19:36:00
313,313,configuracion,Configurar nuevamente el equipo,urgente,,,2023-05-10 05:52:00,2023-05-12 00:52:00
314,314,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-05-13 15:27:00,2023-05-15 14:27:00
315,315,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",,2023-05-09 14:36:00,2023-05-10 19:36:00
316,316,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,,2023-05-13 06:42:00,2023-05-15 15:42:00
317,317,configuracion,Configurar nuevamente el equipo,baja,Antena de 5GHz,Verificar stock en bodega,2023-05-13 11:25:00,2023-05-14 21:25:00
318,318,configuracion,Configurar nuevamente el equipo,normal,,Verificar stock en bodega,2023-05-08 06:18:00,2023-05-08 14:18:00
319,319,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2023-05-13 14:18:00,2023-05-16 02:18:00
320,320,mantenimiento,Realizar mantenimiento preventivo,normal,"Router TP-Link, Cable UTP",,2023-05-11 17:09:00,2023-05-12 14:09:00
321,321,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,,2023-05-08 01:00:00,2023-05-09 21:00:00
322,322,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,,2023-05-09 03:20:00,2023-05-11 21:20:00
323,323,instalacion,Hay que ir a instalar una nueva conexión,urgente,Switch de 8 puertos,,2023-05-10 04:37:00,2023-05-12 10:37:00
324,324,mantenimiento,Realizar mantenimiento preventivo,urgente,,Verificar stock en bodega,2023-05-11 01:14:00,2023-05-12 12:14:00
325,325,mantenimiento,Realizar mantenimiento preventivo,baja,Switch de 8 puertos,Verificar stock en bodega,2023-05-08 03:32:00,2023-05-08 06:32:00
326,326,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",,2023-05-11 23:20:00,2023-05-13 13:20:00
327,327,mantenimiento,Realizar mantenimiento preventivo,normal,Modem Huawei,Verificar stock en bodega,2023-05-11 07:31:00,2023-05-13 01:31:00
328,328,configuracion,Configurar nuevamente el equipo,alta,,Verificar stock en bodega,2023-05-09 19:17:00,2023-05-11 02:17:00
329,329,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,Verificar stock en bodega,2023-05-13 08:47:00,2023-05-13 12:47:00
330,330,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,,2023-05-08 10:30:00,2023-05-09 19:30:00
331,331,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,,2023-05-19 05:30:00,2023-05-20 23:30:00
332,332,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,Verificar stock en bodega,2023-05-17 10:10:00,2023-05-17 19:10:00
333,333,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,,2023-05-14 14:25:00,2023-05-16 02:25:00
334,334,instalacion,Hay que ir a instalar una nueva conexión,baja,"Router TP-Link, Cable UTP",,2023-05-18 21:10:00,2023-05-20 10:10:00
335,335,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,,2023-05-14 07:28:00,2023-05-17 00:28:00
336,336,mantenimiento,Realizar mantenimiento preventivo,alta,,Verificar stock en bodega,2023-05-16 13:01:00,2023-05-18 03:01:00
337,337,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-05-14 09:18:00,2023-05-16 21:18:00
338,338,instalacion,Hay que ir a instalar una nueva conexión,normal,"Router TP-Link, Cable UTP",,2023-05-16 00:10:00,2023-05-17 14:10:00
339,339,reparacion,Es necesario reparar el sistema dañado,normal,Modem Huawei,,2023-05-20 01:36:00,2023-05-21 11:36:00
